species,tree_id,endemic_class,Disturbance,Elevation,Locality.Code,Disturbance_old_coding
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,387,Navukailagi 387,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,400,Lami 400,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,408,Navukailagi 408,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,2,480,Kuitarua 480,3
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,2,485,Mt. Kuitarua 485,3
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,496,Navukailagi 496,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,1,500,Mt. Kuitarua 500,4
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,1,505,Mt. Kuitarua 505,4
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,520,Mt. Nabukala 520,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,557,Navukailagi 557,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,564,Navukailagi 564,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,600,Monasavu Dam 600,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,632,Navukailagi 632,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,734,Tavuki 734,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,750,Savione 750 b,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,1,800,Mt. Evans 800,4
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,1,800,Savuione 800,4
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,840,Mt. Batilamu 840 c,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,1,864,Mt. Naqarababuluti 864,4
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,892,Mt. Devo 892,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,1,1064,Mt. Devo 1064,4
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,1187,Devo Peak 1187,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,0,1188,Devo Peak 1188,5
Colobopsis.vitiensis,Colobopsis.vitiensis.EGP0060A03.Fiji,endemic,2,292,"FIJI Viti Levu: Namosi Prov. Waisoi Forestry Camp, nr Namosi Village",3
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,700,Abaca 700,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,340,Colo-i-Suva 340 b,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,270,Drawa 270,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,3,300,Kasavu 300,2
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,61,Kilaka 61,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,800,Kokabula 800,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,300,Korobaba 300,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,300,Lami 300,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,850,Monasavu 850,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,391,Mt. Delaikoro 391,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,892,Mt. Devo 892,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,800,Mt. Evans 800,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,800,Mt. Washington 800,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,2,144,Nabukeru 144,3
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,300,Naitasiri 300,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,300,Nakanakana 300,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,200,Nakavu 200,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,800,Nasoqo 800 a,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,800,Nasoqo 800 d,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,387,Navukailagi 387,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,496,Navukailagi 496,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,564,Navukailagi 564,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,800,Savuione 800,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,800,Savuione 800,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,140,Soqulu 140,4
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,300,Veisari 300; 3.5 km N,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,2,300,Vunisea 300,3
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,0,400,Vusasivo Village 400 b,5
Eurhopalothrix.sp,Eurhopalothrix.fj.sp.EGP0032B04.Fiji,endemic,1,300,Yasawa 300,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,2,25,Volivoli 25,3
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,60,Moanakaka 60,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,61,Kilaka 61,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,98,Kilaka 98,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,128,Moanakaka 128,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,150,Rokosalase 150,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,182,Malovo 182,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,200,Lami 200,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,200,Nakavu 200,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,217,Lavena 217,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,219,Lavena 219,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,220,Tavua 220,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,229,Lavena 229,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,270,Drawa 270,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,300,Mt. Korolevu 300,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,300,Lami 300,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,300,Daviquele 300,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,300,Draiba 300,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,3,300,Kasavu 300,2
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,300,Nabukavesi 300,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,300,Nadakuni 300,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,300,Naikorokoro 300,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,300,Nakanakana 300,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,300,Nasoqoloa 300,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,300,Navukailagi 300,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,300,Veisari 300; 3.5 km N,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,2,300,Vunisea 300,3
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,300,Vuya 300,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,300,Yasawa 300,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,325,Colo-i-Suva 325,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,326,Mt. Korovou 326,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,340,Colo-i-Suva 340 b,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,372,Colo-i-Suva 372,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,375,Mt. Korolevu 375,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,380,Mt. Kuitarua 380,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,391,Mt. Delaikoro 391,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,400,Vusasivo Village 400 b,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,408,Navukailagi 408,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,420,Nasau 420 b,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,432,Navukailagi 432,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,440,Mt. Kuitarua 440 b,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,465,Nasau 465 a,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,475,Navukailagi 475,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,2,485,Mt. Kuitarua 485,3
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,496,Navukailagi 496,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,500,Mt. Kuitarua 500,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,520,Mt. Nabukala 520,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,530,Vaturu Dam 530,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,550,Vaturu Dam 550,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,564,Navukailagi 564,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,570,Mt. Vatudiri 570,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,575,Navukailagi 575,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,625,Navukailagi 625,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,630,Lomaloma 630,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,675,Navukailagi 675,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,700,Mt. Washington 700,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,700,Abaca 700,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,800,Kokabula 800,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,800,Mt. Evans 800,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,800,Savuione 800,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,892,Mt. Devo 892,5
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,1,1064,Mt. Devo 1064,4
Gnamptogenys.aterrima,Gnamptogenys.aterrima.EGP0070D10.Fiji,endemic,0,1187,Devo Peak 1187,5
Hypoponera.confinis,Hypoponera.confinis.EGP0137C06.Fiji,widespread pacific native,0,152,Mt. Wainibeqa 152 c,5
Hypoponera.confinis,Hypoponera.confinis.EGP0137C06.Fiji,widespread pacific native,1,300,Navukailagi 300,4
Hypoponera.confinis,Hypoponera.confinis.EGP0137C06.Fiji,widespread pacific native,0,400,Vusasivo Village 400 a,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,53,Wainibeqa 53,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,60,Moanakaka 60,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,152,Mt. Wainibeqa 152 c,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,186,Colo-i-Suva 186 d,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,200,Colo-i-Suva 200,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,200,Lami 200,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,200,Nakavu 200,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,220,Colo-i-Suva Forest Park 220,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,234,Lavena 234,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Lami 300,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Korobaba 300,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Daviquele 300,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Draiba 300,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Galoa 300,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Mt. Rama 300,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,300,Naboutini 300,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Nabukavesi 300,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,300,Nabukelevu 300,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,300,Nadala 300,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,300,Naikorokoro 300,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,300,Namara 300,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,300,Navukailagi 300,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,300,Vatubalavu 300,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Veisari 300; 3.5 km N,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Veisari 300; 3.8 km N,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,2,300,Vunisea 300,3
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,300,Yasawa 300,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,300,Naitasiri 300,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,304,Lami 304,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,326,Mt. Korovou 326,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,340,Colo-i-Suva 340 b,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,356,Navukailagi 356,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,372,Colo-i-Suva 372,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,375,Mt. Korolevu 375,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,387,Navukailagi 387,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,391,Mt. Delaikoro 391,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,400,Levuka 400,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,400,Vusasivo Village 400 a,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,400,Vusasivo Village 400 b,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,408,Navukailagi 408,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,415,Navukailagi 415,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,420,Nasau 420 b,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,432,Navukailagi 432,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,450,Levuka 450,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,465,Nasau 465 a,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,470,Nasau 470; 3.7 km,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,2,480,Kuitarua 480,3
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,490,Navukailagi 490,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,496,Navukailagi 496,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,500,Mt. Kuitarua 500,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,500,Mt. Nabukala 500,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,505,Navukailagi 505,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,505,Mt. Kuitarua 505,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,520,Mt. Nabukala 520,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,557,Navukailagi 557,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,564,Navukailagi 564,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,575,Vaturu Dam 575 b,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,575,Navukailagi 575,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,580,Lomaji 580,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,630,Lomaloma 630,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,675,Navukailagi 675,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,699,Mt. Delaikoro 699,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,700,Mt. Washington 700,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,700,Abaca 700,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,700,Narokorokoyawa 700,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,734,Mt. Devo 734,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,760,Mt. Washington 760,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,775,Mt. Devo 775 a,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,800,Monasavu Dam 800,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,800,Monasavu 800; 1.6 km NW,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,800,Mt. Washington 800,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,800,Nasoqo 800 a,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,800,Nasoqo 800 b,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,800,Nasoqo 800 c,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,800,Nasoqo 800 d,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,800,Savuione 800,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,840,Mt. Batilamu 840 c,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,850,Monasavu 850,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,2,870,Navai 870,3
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,892,Mt. Devo 892,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,2,930,Navai 930,3
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,950,Mt. Tomanivi 950,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,1000,Monasavu Dam 1000,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,1020,Navai 1020,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,1050,Mt. Naqaranabuluti 1050,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,1,1064,Mt. Devo 1064,4
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,1125,Mt. Batilamu 1125 b,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,1187,Devo Peak 1187,5
Hypoponera.eutrepta,Hypoponera.eutrepta.EGP0093B09.Fiji,endemic,0,1188,Devo Peak 1188,5
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,0,300,Lami 300,5
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,1,60,Moanakaka 60,4
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,1,1064,Mt. Devo 1064,4
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,0,892,Mt. Devo 892,5
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,0,326,Mt. Korovou 326,5
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,0,570,Mt. Vatudiri 570,5
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,0,300,Nabukavesi 300,5
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,2,144,Nabukeru 144,3
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,0,300,Nadakuni 300,5
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,0,470,Nasau 470; 3.7 km,5
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,1,300,Nasoqoloa 300,4
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,1,700,Navai 700,4
Hypoponera.fj16,Hypoponera.fj16.EGP0095B04.Fiji,endemic,2,863,Navai 863,3
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,1,166,Dogotuki 166,4
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,1,180,Rokosalase 180,4
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,0,200,Colo-i-Suva 200,5
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,0,200,Lami 200,5
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,1,200,Nakavu 200,4
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,1,220,Tavua 220,4
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,1,270,Drawa 270,4
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,0,300,Mt. Korolevu 300,5
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,0,300,Lami 300,5
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,0,300,Korobaba 300,5
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,3,300,Kasavu 300,2
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,2,300,Lagi 300,3
Hypoponera.monticola,Hypoponera.monticola.EGP0094C04.Fiji,endemic,0,300,Mt. Rama 300,5
