species,tree_id,endemic_class,Disturbance,Elevation,Locality.Code,Disturbance_old_coding
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,2,485,"FIJI Koro I.: Mt. Kuitarua, 3.8  km NW Nasau Village",3
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,270,FIJI Vanua Levu: Cakaudrove Prov. 1 km NNW Drawa Settlement,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,3,50,"FIJI Vanua Levu: Natewa Peninsula, Mt. Navatadoi, near creek, 0.8  km SSE Vusasivo Village",2
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,550,FIJI Viti Levu: 1.5  km SW Vaturu Dam,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,160,"FIJI Taveuni: Wainikeli Prov. Tavoro Falls, 2.0 km WSW Korovou Village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,100,"FIJI Taveuni: Wainikeli Prov. Tavoro Falls, 1.4 km WSW Korovou Village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,750,"FIJI Viti Levu: Ba Prov. Koroyanitu National Heritage Park, Savione Falls, 2 km ESE Abaca Village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,326,"FIJI Beqa: Prov. Mt. Korovou, 1.5 km WNW of Dukuibeqa village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,182,"FIJI Beqa: Prov. Malovo peak, 1 km NE of Dukuibeqa village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,FIJI Viti Levu: Naitasiri Prov. Medrausucu Range 5.5  km NW Nadakuni Village,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,FIJI Viti Levu: Naitasiri Prov. 5.5  km NNW Nadakuni Village,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,FIJI Viti Levu: Rewa Prov. Mt. Korobaba near Lami Town,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,340,FIJI Viti Levu: Naitasiri Prov. 1.5 km NE Colo-i-Suva Village,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,200,FIJI Viti Levu: Naitasiri Prov. Savarua Creek 8.0  km W Colo-i-Suva Village,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,500,FIJI Ovalau: Lomaiviti Prov. 2.25  km W Levuka,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,400,FIJI Ovalau: Lomaiviti Prov. 1.6  km WSW Levuka,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,450,"FIJI Ovalau: Lomaiviti Prov. Mt. Pik, 1.3  km SE Levuka",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,FIJI Ovalau: Lomaiviti Prov. 1.2  km NNW Draiba Village,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,FIJI Ovalau: Lomaiviti Prov. 1.2  km NNW Draiba Village,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,387,"FIJI Gau I.: Mt. Delaco, 3.3  km SE Navukailagi Village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,408,"FIJI Gau I.: Lomaiviti Prov. Mt. Delaco, 3  km SE Navukailagi village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,356,"FIJI Gau I.: Lomaiviti Prov. Mt. Delaco, 2.8  km SE Navukailagi village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,564,"FIJI Gau I.: Lomaiviti Prov. Mt. Delaco, 4.0  km SE Navukailagi Village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,400,"FIJI Vanua Levu: Cakaudrove Prov. Mt. Navatadoi, 2.6  km SE Vusasivo Village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,342,"FIJI Vanua Levu: Cakaudrove Prov. Mt. Navatadoi, 2.7  km SE Vusasivo Village nr. Matakilawa Crk.",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,400,"FIJI Vanua Levu: Natewa Peninsula, Mt. Navatadoi, hilltop, 2.6  km SSE Vusasivo Village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,375,"FIJI Moala: Lau Prov. Mt. Korolevu, 5.3  km SW of Naroi village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,"FIJI Moala: Lau Prov. Mt. Korolevu, 5.5  km SW of Naroi village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,200,FIJI Kadavu: Kadavu Prov. near Vunisea Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,325,"FIJI Viti Levu: Mt. Nakobalevu, 4  km WSW Colo-i-Suva Village",4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,300,FIJI Koro: Lomaiviti Prov. 2.0  km N Nasoqoloa Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,140,FIJI Taveuni: Soqulu Estate,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,100,FIJI Lakeba: 3.2  km NE Tubou Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,100,FIJI Lakeba: 3.2  km NE Tubou Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,100,FIJI Lakeba: 3.2  km NE Tubou Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,100,FIJI Kadavu: 1.3  km E Kadavu Air Strip nr. Namalata Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,120,FIJI Kadavu: 1.3  km E Kadavu Air Strip nr. Namalata Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,50,FIJI Kadavu: 1.3  km E Kadavu Air Strip nr. Namalata Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,139,FIJI Kadavu: 1.3  km E Kadavu Air Strip nr. Namalata Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,180,FIJI Vanua Levu: 0.6  km S Rokosalase Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,150,FIJI Vanua Levu: 0.6  km S Rokosalase Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,97,FIJI Vanua Levu: 0.5  km S Rokosalase Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,118,FIJI Vanua Levu: 0.4  km S Rokosalase Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,94,FIJI Vanua Levu: 0.3  km S Rokosalase Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,300,FIJI Gau: Lomaiviti Prov. 2.5  km SE Navukailagi Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,391,"FIJI Vanua Levu: Cakaudrove Prov. Mt. Delaikoro, Delaikoro Rd., 2.75 km ENE Dogoru Village",4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,2,300,FIJI Vanua Levu: Cakaudrove Prov. Dogotuki near Lagi Village,3
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,171,"FIJI Viti Levu: Rewa Prov. Mt. Korobaba, 5  km NW Lami Town",4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,105,"FIJI Viti Levu: Rewa Prov. Colo-i-Suva, 1.4  km SW Forestry Station",4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,186,"FIJI Viti Levu: Rewa Prov. Colo-i-Suva Forest Park, 1  km SE Forestry Station",4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,2,144,"FIJI Yasawa Is.: Yasawa i Lau Cave, 1 km SE Nabukeru Village",3
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,2,55,"FIJI Viti Levu: Sigatoka Sand Dunes, 1.1  km SSW Volivoli Village",3
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,700,"FIJI Viti Levu: Vuda Prov. Mt. Evans Range, Koroyanitu Eco Park, 1.8  km NE Abaca Village",4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,300,FIJI Viti Levu: Serua Prov. 1.8  km NW Naboutini Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,300,FIJI Viti Levu: Serua Prov. 2.3  km NW Nabukelevu Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,1020,"FIJI Viti Levu: Veilaselase Track, 3.2  km E Navai Village",4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,FIJI Viti Levu: Namosi Prov. 4.8  km NE Galoa Village,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,2,50,"FIJI Viti Levu: Rewa Prov. Navua River, at Sauniwaqa, near Nuku Village ",3
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,2,300,FIJI Viti Levu: Ra Prov. 7.5  km NE Vunisea Village,3
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,FIJI Viti Levu: Namosi Prov. near Nabukavesi Village,5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,300,FIJI Viti Levu: Rewa Prov. 2.7  km NE Naikorokoro Village,4
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,300,"FIJI Viti Levu: Waivudawa, 3.8  km N Veisari Settlement",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,0,400,"FIJI Viti Levu: Rewa Prov. Mt. Nakobalevu, 4.3 km WSW, Colo-i-Suva Village",5
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,3,24,Galoa 7,2
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,3,260,Galoa 9,2
Pheidole.oceanica,Pheidole.oceanica.EGP0016G11.Fiji,widespread pacific native,1,300,Yasawa 300,4
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,200,Colo-i-Suva 200,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,1,270,Drawa 270,4
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,300,Lami 300,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,300,Korobaba 300,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,300,Daviquele 300,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,3,300,Kasavu 300,2
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,2,300,Lagi 300,3
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,1,300,Naikorokoro 300,4
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,2,300,Vunisea 300,3
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,1,325,Colo-i-Suva 325,4
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,326,Mt. Korovou 326,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,340,Colo-i-Suva 340 b,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,356,Navukailagi 356,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,1,372,Colo-i-Suva 372,4
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,375,Mt. Korolevu 375,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,450,Levuka 450,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,0,500,Levuka 500,5
Pheidole.onifera,Pheidole.onifera.EGP0016H09.Fiji,endemic,1,800,Savuione 800,4
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,100,Lami 1,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,300,Korobaba 300,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,300,Draiba 300,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,1,300,Naikorokoro 300,4
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,300,Colo-i-Suva 300,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,304,Lami 304,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,1,325,Colo-i-Suva 325,4
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,340,Colo-i-Suva 340 b,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,1,372,Colo-i-Suva 372,4
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,400,Levuka 400,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,415,Navukailagi 415,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,432,Navukailagi 432,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,450,Levuka 450,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,475,Navukailagi 475,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,481,Navukailagi 481,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,550,Levuka 550,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,575,Navukailagi 575,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,625,Navukailagi 625,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,675,Navukailagi 675,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,1,700,Mt. Evans 700,4
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,717,Navukailagi 717,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,750,Savione 750 b,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,800,Monasavu Dam 800,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,800,Monasavu 800; 1.6 km NW,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,800,Nasoqo 800 a,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,1,800,Savuione 800,4
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,0,840,Mt. Batilamu 840 c,5
Pheidole.roosevelti,Pheidole.roosevelti.EGP0016D06.Fiji,endemic,1,912,Mt. Naqarababuluti 912,4
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,1,61,Kilaka 61,4
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,1,98,Kilaka 98,4
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,1,140,Soqulu 140,4
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,3,300,Kasavu 300,2
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,1,300,Nakanakana 300,4
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,1,380,Mt. Kuitarua 380,4
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,400,Navai 1,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,440,Mt. Kuitarua 440 b,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,470,Nasau 470; 3.7 km,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,520,Mt. Nabukala 520,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,570,Mt. Vatudiri 570,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,1,587,Lomaloma 587,4
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,600,Nausori Highlands 600,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,699,Mt. Delaikoro 699,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,734,Mt. Devo 734,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,775,Mt. Devo 775 a,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,892,Mt. Devo 892,5
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,1,1064,Mt. Devo 1064,4
Pheidole.simplispinosa,Pheidole.simplinosa.EGP0016E11.Fiji,endemic,0,1188,Devo Peak 1188,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,50,Namalata 50,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,60,Moanakaka 60,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,61,Kilaka 61,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,100,Tubou 100 b,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,100,Tubou 100 c,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,120,Namalata 120,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,128,Moanakaka 128,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,140,Soqulu 140,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,143,Rokosalase 143,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,152,Mt. Wainibeqa 152 c,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,160,Tavoro Falls 160,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,180,Rokosalase 180,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,182,Malovo 182,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,186,Colo-i-Suva 186 d,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,200,Colo-i-Suva 200,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,200,Lami 200,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,200,Nakavu 200,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,200,Vunisea 200,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,217,Lavena 217,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,220,Colo-i-Suva Forest Park 220,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,229,Lavena 229,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,234,Lavena 234,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,235,Lavena 235,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,235,Koronibuabua 235,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,270,Drawa 270,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,300,Mt. Korolevu 300,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,300,Lami 300,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,300,Korobaba 300,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,2,300,Daviquele 300,3
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,300,Draiba 300,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,300,Galoa 300,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,3,300,Kasavu 300,2
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Lavena 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Naboutini 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,300,Nabukavesi 300,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Nabukelevu 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Naikorokoro 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Nakanakana 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Nakasa 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Nakavu 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Nasoqoloa 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Navukailagi 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,300,Qacavulo Point 300,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,2,300,Vunisea 300,3
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,300,Vuya 300,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,300,Yasawa 300,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,304,Lami 304,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,326,Mt. Korovou 326,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,340,Colo-i-Suva 340 b,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,375,Mt. Korolevu 375,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,380,Mt. Kuitarua 380,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,400,Levuka 400,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,400,Vusasivo Village 400 b,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,408,Navukailagi 408,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,415,Navukailagi 415,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,432,Navukailagi 432,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,440,Mt. Kuitarua 440 b,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,450,Levuka 450,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,465,Nasau 465 a,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,470,Nasau 470; 3.7 km,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,475,Navukailagi 475,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,480,Navukailagi 480,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,490,Navukailagi 490,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,496,Navukailagi 496,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,505,Navukailagi 505,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,520,Mt. Nabukala 520,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,535,Navukailagi 535,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,564,Navukailagi 564,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,570,Mt. Vatudiri 570,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,575,Navukailagi 575,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,597,Navukailagi 597,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,641,Mt. Vatudiri 641,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,699,Mt. Delaikoro 699,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,700,Abaca 700,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,750,Savione 750 b,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,892,Mt. Devo 892,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,1,1020,Navai 1020,4
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,1125,Mt. Batilamu 1125 b,5
Pheidole.ululevu,Pheidole.ululevu.EGP0025D07.Fiji,endemic,0,1187,Devo Peak 1187,5
Pheidole.umbonata,Pheidole.umbonata.EGP0016E05.Fiji,widespread pacific native,1,60,"FIJI Kadavu: Kadavu Prov. Moanakaka Bird Sanctuary, 250m SW Soladamu Village",4
Pheidole.umbonata,Pheidole.umbonata.EGP0016E05.Fiji,widespread pacific native,1,60,"FIJI Kadavu: Kadavu Prov. Moanakaka Bird Sanctuary, 250m SW Soladamu Village",4
