sp,sp_beast,pop1 ,pop2,distance,fst,same island,endemic1,radiation1,category
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,BQ,KR,182.3112457,0.020565933,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,GA,KV,185.3480202,0.054973929,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,BQ,ML,185.4975913,0.075615349,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,GA,VL,186.7494152,0.071857369,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,VL,VN,191.3344112,0.023753869,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,ML,TA,192.1719306,0.052981101,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,LK,TA,197.1138911,0.050340789,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,KR,VL,202.3032416,0.05628301,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,KV,ML,208.1384229,0.005832771,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,BQ,VN,213.1073027,0.058958304,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,ML,VN,230.9743166,0.071370127,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,KR,KV,251.4832685,0.008122481,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,BQ,TA,259.3674643,0.022465804,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,ML,VL,267.8082069,0.023049643,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,TA,VL,273.1676683,0.044317456,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,KV,VN,291.5711275,0.05555017,0,2,3,widespread pacific native
tetramorium_pacificum,Tetramorium.pacificum_EGP0065G07_Fiji,KV,TA,326.8003826,0.011487128,0,2,3,widespread pacific native
tetramorium_simillimum,Tetramorium.simillimum_EGP0066G11_Fiji,KR,VL,198.343758,0.009075981,0,3,4,Exotic
tetramorium_tonganum,Tetramorium.tonganum_EGP0067D04_Fiji,GA,VN,131.5092868,0.000500719,0,2,3,widespread pacific native
tetramorium_tonganum,Tetramorium.tonganum_EGP0067D04_Fiji,VL,VN,179.1730758,0.019483331,0,2,3,widespread pacific native
tetramorium_tonganum,Tetramorium.tonganum_EGP0067D04_Fiji,GA,VL,185.3286475,0.008680493,0,2,3,widespread pacific native
