sp,sp_beast2,pop,Disturbance,Elevation,Latitude,Longitude,model,status1,status2,T_real,na,nc
odontomachus_angulatus,Odontomachus.angulatus_EGP0096C03_Fiji,odontomachus_angulatus_kv,5,700,-19.1183,177.99,exponential,endemic,1,1302223.144,156382.181,36749.81253
odontomachus_angulatus,Odontomachus.angulatus_EGP0096C03_Fiji,odontomachus_angulatus_vl,4.52173913,501.173913,-17.7478,177.677,instantaneous,endemic,1,363574.109,6896.631936,206898.9581
odontomachus_simillimus,Odontomachus.simillimus_EGP0098D03_Fiji,odontomachus_simillimus_bq,5,186,-18.42537,178.12245,instantaneous,widespread Pacific native,2,884714.1374,948.9553966,110019.1367
odontomachus_simillimus,Odontomachus.simillimus_EGP0098D03_Fiji,odontomachus_simillimus_ga,4.692307692,469.2307692,-17.9836,179.277,instantaneous,widespread Pacific native,2,258308.084,562.0465014,272976.0937
odontomachus_simillimus,Odontomachus.simillimus_EGP0098D03_Fiji,odontomachus_simillimus_kr,4.2,496,-17.2868,179.404,instantaneous,widespread Pacific native,2,384340.1344,1151.095959,132195.4283
odontomachus_simillimus,Odontomachus.simillimus_EGP0098D03_Fiji,odontomachus_simillimus_kv,4.2,215.2,-19.0775,178.121,instantaneous,widespread Pacific native,2,103664.1346,1823.056636,425538.0622
odontomachus_simillimus,Odontomachus.simillimus_EGP0098D03_Fiji,odontomachus_simillimus_lk,4,100,-18.2208,-178.784,instantaneous,widespread Pacific native,2,555134.8427,3282.474948,358884.1464
odontomachus_simillimus,Odontomachus.simillimus_EGP0098D03_Fiji,odontomachus_simillimus_ml,5,218.75,-18.5948,179.9,instantaneous,widespread Pacific native,2,229428.8079,12743.79088,2073943.643
odontomachus_simillimus,Odontomachus.simillimus_EGP0098D03_Fiji,odontomachus_simillimus_vl,4.166666667,358.0425532,-18.0558,178.422,instantaneous,widespread Pacific native,2,35992.38377,1405.269125,332903.3373
ooceraea_crypta,Ooceraea.crypta_EGP0099F12_Fiji,ooceraea_crypta_vl,4.571428571,439.5714286,-18.1022,178.383,instantaneous,endemic,1,635906.9873,28674.40384,187275.3989
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,ooceraea_fj06_ga,5,482.3333333,-17.98,179.275,instantaneous,endemic,1,1066546.725,18346.14415,82421.88719
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,ooceraea_fj06_kr,4,467,-17.2868,179.404,instantaneous,endemic,1,126701.7641,79362.71462,33316.4676
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,ooceraea_fj06_kv,4,94,-19.0775,178.121,instantaneous,endemic,1,859450.9451,6689.430605,119830.4462
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,ooceraea_fj06_lk,4,100,-18.2208,-178.784,instantaneous,endemic,1,799270.6549,19585.53893,183594.8419
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,ooceraea_fj06_ta,4,396.2,-16.8547,-179.892,instantaneous,endemic,1,986896.7875,32715.5779,102733.4577
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,ooceraea_fj06_vl1,4.461538462,442.6923077,-18.0681,178.367,instantaneous,endemic,1,17246.55831,62083.55547,15260.13793
ooceraea_fj06,Ooceraea.fj06_EGP0100B10_Fiji,ooceraea_fj06_vl3,,,-18.057,178.42,instantaneous,endemic,1,3069151.94,400169.7452,75031.82722
ooceraea_fuscior,Ooceraea.fuscior_EGP0099G11_Fiji,ooceraea_fuscior_ta,4,366.3333333,-16.8547,-179.892,instantaneous,endemic,1,938075.8545,14854.3213,81045.177
ooceraea_fuscior,Ooceraea.fuscior_EGP0099G11_Fiji,ooceraea_fuscior_vn,4.166666667,370.6666667,-16.6296,179.208,instantaneous,endemic,1,1283045.055,17788.39597,106127.3492
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,paraparatrechina_oceanica_bq,5,186,-18.42537,178.12245,exponential,endemic,1,223640.4533,264108.3151,2641.083151
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,paraparatrechina_oceanica_ga,4.833333333,498.8333333,-17.9879,179.278,exponential,endemic,1,1301234.09,169146.5548,25676.44701
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,paraparatrechina_oceanica_kr,4,435,-17.2868,179.404,instantaneous,endemic,1,592759.5233,193346.0475,35072.97302
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,paraparatrechina_oceanica_ml,5,250,-18.5948,179.9,exponential,endemic,1,455465.5188,126413.5716,15586.79338
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,paraparatrechina_oceanica_vl,4.375,446.25,-18.0867,178.379,instantaneous,endemic,1,520014.4142,5615.213876,92111.40689
paraparatrechina_oceanica,Paraparatrechina.oceanica_EGP0138A07_Fiji,paraparatrechina_oceanica_vn,3.615384615,256.0769231,-17.2905,179.404,exponential,endemic,1,517657.8226,123338.1633,19265.4211
pheidole_bula,Pheidole.bula_EGP0016A02_Fiji,pheidole_bula_vl,4,1017.4,-17.6158,178.017,instantaneous,endemic,1,62677.52573,2464.8663,1313.034278
pheidole_colaensis,Pheidole.colaensis_EGP0016A08_Fiji,pheidole_colaensis_vl2,4.6875,913.5625,-17.6866,177.544,instantaneous,endemic,1,300460.6896,171647.7847,22314.21201
pheidole_fervens,Pheidole.fervens_EGP0019A05_Fiji,pheidole_fervens_kr,3.666666667,496.6666667,-17.2888,179.404,instantaneous,widespread Pacific native,2,198095.7478,481.3665333,133666.9661
pheidole_fervens,Pheidole.fervens_EGP0019A05_Fiji,pheidole_fervens_vl,5,300,-18.0592,178.462,instantaneous,widespread Pacific native,2,156849.5045,879.1177877,88833.18213
pheidole_kava,Pheidole.kava_EGP0027D12_Fiji,pheidole_kava_ga,5,536.1428571,-17.9879,179.278,instantaneous,endemic,1,16153395.74,178964.6789,54781.0882
pheidole_kava,Pheidole.kava_EGP0027D12_Fiji,pheidole_kava_kr,4.333333333,458.3333333,-17.2905,179.404,instantaneous,endemic,1,50756.98961,83785.62494,18835.00849
pheidole_megacephala,Pheidole.megacephala_EGP0019C04_Fiji,pheidole_megacephala_ga,4.8,424.2,-17.9879,179.278,instantaneous,exotic,3,424078.6475,2760.759229,72149.4056
pheidole_megacephala,Pheidole.megacephala_EGP0019C04_Fiji,pheidole_megacephala_kv,4,96.33333333,-19.0581,178.169,instantaneous,exotic,3,233119.6136,636.0730747,77287.01306
pheidole_onifera,Pheidole.onifera_EGP0016H09_Fiji,pheidole_onifera_bq,5,326,-18.409,178.119,instantaneous,endemic,1,22618430.17,80083.44937,28581.78308
pheidole_onifera,Pheidole.onifera_EGP0016H09_Fiji,pheidole_onifera_la,5,475,-17.6873,178.825,exponential,endemic,1,589788.3293,69516.94031,30670.87406
pheidole_onifera,Pheidole.onifera_EGP0016H09_Fiji,pheidole_onifera_vl,4.333333333,359.6666667,-18.0506,178.417,instantaneous,endemic,1,574902.3694,5489.462643,92295.98226
pheidole_onifera,Pheidole.onifera_EGP0016H09_Fiji,pheidole_onifera_vn,3,290,-16.6685,179.006,exponential,endemic,1,1157799.44,262498.443,2624.98443
pheidole_roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,pheidole_roosevelti_ga,5,549.375,-17.9836,179.277,instantaneous,endemic,1,157855.1808,130107.7184,16094.32477
pheidole_roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,pheidole_roosevelti_la,5,425,-17.6871,178.824,instantaneous,endemic,1,229032.9228,266785.8417,2667.858417
pheidole_roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,pheidole_roosevelti_vl1,4.571428571,595.9285714,-18.0558,178.422,instantaneous,endemic,1,3099398.02,56906.51093,52160.50792
pheidole_roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,pheidole_roosevelti_vl2,5,634.6653,-17.8102,178.038,instantaneous,endemic,1,249664.2333,131560.4963,22496.84487
pheidole_roosevelti,Pheidole.roosevelti_EGP0016D06_Fiji,pheidole_roosevelti_vl3,5,604.3454,-17.6794,177.542,instantaneous,endemic,1,103857.1392,292740.4406,2927.404406
pheidole_simplispinosa,Pheidole.simplinosa_EGP0016E11_Fiji,pheidole_simplispinosa_kr,4.75,452.5,-17.3,179.4,instantaneous,endemic,1,391754.313,119012.2468,32978.29359
pheidole_simplispinosa,Pheidole.simplinosa_EGP0016E11_Fiji,pheidole_simplispinosa_ta,4.666666667,798.8333333,-16.8409,-179.968,exponential,endemic,1,18934.10909,58928.56614,6535.177985
pheidole_simplispinosa,Pheidole.simplinosa_EGP0016E11_Fiji,pheidole_simplispinosa_vn,4,373.5714286,-16.5753,179.316,exponential,endemic,1,22230.31566,57506.35979,13939.54161
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_bq,5,254,-18.4042,178.137,instantaneous,endemic,1,1213370.463,14213.57402,95361.71082
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_ga,4.923076923,482.4615385,-17.9795,179.276,instantaneous,endemic,1,463291.8294,17915.29914,78531.71376
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_kr,4.666666667,429.1666667,-17.2905,179.404,exponential,endemic,1,12271.07944,73327.18199,1987.166632
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_kv,4,111.6,-19.0775,178.121,instantaneous,endemic,1,11210.99547,58765.38064,13081.17373
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_la,5,383.3333333,-17.6871,178.824,instantaneous,endemic,1,26438.88225,73826.3751,13318.27807
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_lk,4,100,-18.2294,-178.779,instantaneous,endemic,1,625621.8499,17518.61307,95075.26502
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_ml,5,337.5,-18.5948,179.9,instantaneous,endemic,1,12669.33726,72101.91934,8623.389554
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_ta,4.363636364,375.3636364,-16.8297,-179.887,exponential,endemic,1,4999472.48,10517.44107,91033.71117
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_vl1,4.45,397.25,-18.0506,178.417,instantaneous,endemic,1,274839.0444,10321.98401,70168.84728
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_vl2,5,404.334,-18.1167,178.25,instantaneous,endemic,1,832948.0975,26914.90174,102750.3289
pheidole_ululevu,Pheidole.ululevu_EGP0025D07_Fiji,pheidole_ululevu_vn,4.285714286,329.7142857,-16.629,179.211,instantaneous,endemic,1,517025.9304,9813.064394,111215.384
pheidole_umbonata,Pheidole.umbonata_EGP0016E05_Fiji,pheidole_umbonata_bq,5,188,-18.42537,178.12245,instantaneous,widespread Pacific native,2,211088.133,1163.73159,105153.6227
pheidole_umbonata,Pheidole.umbonata_EGP0016E05_Fiji,pheidole_umbonata_kr,4,207.5,-17.2722,179.389,instantaneous,widespread Pacific native,2,309031.3198,217.4738081,111179.7221
pheidole_umbonata,Pheidole.umbonata_EGP0016E05_Fiji,pheidole_umbonata_kv,4,94,-19.0775,178.121,instantaneous,widespread Pacific native,2,378177.1199,489.8413294,106380.7029
pheidole_umbonata,Pheidole.umbonata_EGP0016E05_Fiji,pheidole_umbonata_lk,5,300,-18.2208,-178.784,instantaneous,widespread Pacific native,2,376073.543,3479.659868,838023.8843
pheidole_umbonata,Pheidole.umbonata_EGP0016E05_Fiji,pheidole_umbonata_ml,5,151.6666667,-18.5948,179.9,instantaneous,widespread Pacific native,2,262071.4181,392.4185606,64435.12766
pheidole_umbonata,Pheidole.umbonata_EGP0016E05_Fiji,pheidole_umbonata_ta,4.75,454.25,-16.8283,-179.884,instantaneous,widespread Pacific native,2,237256.1567,98.97642609,63746.2819
pheidole_umbonata,Pheidole.umbonata_EGP0016E05_Fiji,pheidole_umbonata_vl,4.285714286,255.4285714,-18.0666,178.443,instantaneous,widespread Pacific native,2,102426.3265,1074.165946,133984.1558
pheidole_umbonata,Pheidole.umbonata_EGP0016E05_Fiji,pheidole_umbonata_vn,3.666666667,281.6666667,-16.7706,179.025,instantaneous,widespread Pacific native,2,430407.9493,4770.379191,521974.414
pheidole_uncagena,Pheidole.uncagena_EGP0022C09_Fiji,pheidole_uncagena_ta,4.75,1043.25,-16.8433,-179.96,instantaneous,endemic,1,12847.18251,76769.74916,2095.814152
pheidole_vatu,Pheidole.vatu_EGP0022E11_Fiji,pheidole_vatu_ga,4.75,375.75,-17.978,179.277,instantaneous,endemic,1,577387.0159,159070.5157,32736.71213
pheidole_vatu,Pheidole.vatu_EGP0022E11_Fiji,pheidole_vatu_kr,5,442.5,-17.2903,179.405,exponential,endemic,1,222359.2766,261561.469,2615.61469
pheidole_vatu,Pheidole.vatu_EGP0022E11_Fiji,pheidole_vatu_ml,5,337.5,-18.5913,179.899,instantaneous,endemic,1,68744.20051,164975.3073,14913.76778
pheidole_vatu,Pheidole.vatu_EGP0022E11_Fiji,pheidole_vatu_vl,4,400,-18.0666,178.443,instantaneous,endemic,1,585104.5629,9188.364697,72304.16064
pheidole_vatu,Pheidole.vatu_EGP0022E11_Fiji,pheidole_vatu_vn,3.5,261.5,-16.7164,179.663,exponential,endemic,1,512937.6887,124598.1893,18552.67039
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_ga,5,476.7,-17.978,179.277,instantaneous,endemic,1,609146.8072,5291.808804,102828.312
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_kv,4.666666667,553.3333333,-19.1183,177.99,instantaneous,endemic,1,778249.0424,6010.976993,71018.3523
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_la,5,383.3333333,-17.6942,178.825,exponential,endemic,1,162314.8641,207693.8513,213342.8513
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_lk,,,,,exponential,endemic,1,610143.8088,124478.7059,323395.678
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_ta,4.5,230,-16.8297,-179.887,instantaneous,endemic,1,51609.36917,208376.6553,285476.0178
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_vl1,4.5,230,-18.0589,178.442,exponential,endemic,1,4200374.241,8943.451734,49315.08721
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_vl2,4.419354839,482.8387097,-17.6703,177.994,instantaneous,endemic,1,823598.9365,3307.79705,59371.98002
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_vl3,4.285714286,434.3571429,-17.6181,178.005,exponential,endemic,1,27295.27341,50186.43141,127222.6036
pheidole_wilsoni,Pheidole.wilsoni_EGP0023A03_Fiji,pheidole_wilsoni_vn,5,300,-16.5505,179.312,instantaneous,endemic,1,418203.4849,15670.78964,81564.89302
philidris_nagasau,Philidris.nagasau_EGP0068D11_Fiji,philidris_nagasau_ta,4.454545455,572.5454545,-16.8432,-179.966,instantaneous,endemic,1,501676.5381,8815.571416,82681.24431
philidris_nagasau,Philidris.nagasau_EGP0068D11_Fiji,philidris_nagasau_vn,4.111111111,449.3333333,-16.5903,179.316,exponential,endemic,1,482979.1732,230703.0423,6228.982143
pristomyrmex_mandibularis,Pristomyrmex.mandibularis_EGP0025G10_Fiji,pristomyrmex_mandibularis_ga,4.888888889,464.1111111,-17.9795,179.276,exponential,endemic,1,85678.4772,151473.7113,1666.210824
pristomyrmex_mandibularis,Pristomyrmex.mandibularis_EGP0025G10_Fiji,pristomyrmex_mandibularis_kr,4.25,363.125,-17.2722,179.389,instantaneous,endemic,1,10883588.6,305609.4673,91010.49937
pristomyrmex_mandibularis,Pristomyrmex.mandibularis_EGP0025G10_Fiji,pristomyrmex_mandibularis_vl,4.45,499.1,-18.2186,178.014,exponential,endemic,1,17124.14766,93878.18697,2253.076487
pristomyrmex_tsujii,Pristomyrmex.tsujii_EGP0029E11_Fiji,pristomyrmex_tsujii_kr,4.4,479,-17.3122,179.388,exponential,endemic,1,1165446.978,248191.6014,14717.76196
pristomyrmex_tsujii,Pristomyrmex.tsujii_EGP0029E11_Fiji,pristomyrmex_tsujii_vl,5,690,-18.1167,178.25,exponential,endemic,1,3452776.766,7030.369274,110331.1002
proceratium_relictum,Proceratium.relictum_EGP0091C09_Fiji,proceratium_relictum_vn,4.11111111,355.666667,-16.5928,179.772,exponential,endemic,1,263133.5781,67921.53678,46186.64501
pseudoponera_stigma,Pseudoponera.stigma_EGP0099C08_Fiji,pseudoponera_stigma_ta,4.125,208.625,-16.8553,-179.889,instantaneous,exotic,3,90679.67329,525.3748246,169333.6648
pseudoponera_stigma,Pseudoponera.stigma_EGP0099C08_Fiji,pseudoponera_stigma_vn,4.15384615,224.692308,-16.5329,179.018,instantaneous,exotic,3,177928.0808,541.6925781,116600.0316
rogeria_stigmatica,Rogeria.stigmatica_EGP0035C04_Fiji,rogeria_stigmatica_vl,4.470588235,336.8235294,-18.0589,178.442,instantaneous,widespread Pacific native,2,176140.0081,499.4538033,389219.7539
solenopsis_geminata,Solenopsis.geminata_EGP0035H08_Fiji,solenopsis_geminata_vl,3,494.6666667,-17.6686,177.539,instantaneous,exotic,3,418302.7756,2407.08577,409848.9578
solenopsis_papuana,Solenopsis.papuana_EGP0036G03_Fiji,solenopsis_papuana_bq,5,188,-18.42537,178.12245,instantaneous,widespread Pacific native,2,381684.0321,491.135684,189559.76
solenopsis_papuana,Solenopsis.papuana_EGP0036G03_Fiji,solenopsis_papuana_ga,5,493.5,-17.9827,179.276,instantaneous,widespread Pacific native,2,483067.7092,574.0230427,231840.502
solenopsis_papuana,Solenopsis.papuana_EGP0036G03_Fiji,solenopsis_papuana_kv,4.5,380,-19.0775,178.121,instantaneous,widespread Pacific native,2,328897.3343,647.2458817,282745.5447
solenopsis_papuana,Solenopsis.papuana_EGP0036G03_Fiji,solenopsis_papuana_ml,5,250,-18.5913,179.899,instantaneous,widespread Pacific native,2,320867.697,907.352089,178605.1814
solenopsis_papuana,Solenopsis.papuana_EGP0036G03_Fiji,solenopsis_papuana_ta,4,267.5,-16.85,-179.893,instantaneous,widespread Pacific native,2,425212.4867,3581.663731,130019.0496
solenopsis_papuana,Solenopsis.papuana_EGP0036G03_Fiji,solenopsis_papuana_vl,4.454545455,357.7727273,-18.0589,178.442,instantaneous,widespread Pacific native,2,38315.93264,763.3562075,99802.41194
solenopsis_papuana,Solenopsis.papuana_EGP0036G03_Fiji,solenopsis_papuana_vn,3.888888889,392.3333333,-16.5505,179.312,instantaneous,widespread Pacific native,2,133133.9927,770.2688589,139404.0283
strumigenys_basiliska,Strumigenys.basiliska_EGP0036G12_Fiji,strumigenys_basiliska_ga,5,510,-17.9827,179.276,exponential,endemic,1,1627095.9,197820.7555,26409.07086
strumigenys_basiliska,Strumigenys.basiliska_EGP0036G12_Fiji,strumigenys_basiliska_kr,4.5,382.5,-17.2722,179.389,instantaneous,endemic,1,148300.9638,109676.8176,20685.04779
